name,Market Value,age,height,position,foot,current club,11/12 games,11/12 goals/conceded,11/12 assists/clean,11/12 minutes,12/13 games,12/13 goals/conceded,12/13 assists/clean,12/13 minutes,13/14 games,13/14 goals/conceded,13/14 assists/clean,13/14 minutes,14/15 games,14/15 goals/conceded,14/15 assists/clean,14/15 minutes,15/16 games,15/16 goals/conceded,15/16 assists/clean,15/16 minutes,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
Rodrigo Pinho,£1.35m ,29.0,185.0,Forward - Centre-Forward,left,CS Marítimo,,,,,,,,,,,,,,,,,16.0,1.0,0.0,653.0,21.0,8.0,0.0,670.0,37.0,11.0,2.0,2639.0,29.0,4.0,1.0,1718.0,31.0,10.0,0.0,1787.0,4.0,5.0,0.0,271.0,Liga NOS
Viktor Lundberg,£360Th. ,29.0,187.0,Forward - Centre-Forward,right,BK Häcken,31.0,6.0,5.0,1946.0,20.0,2.0,4.0,979.0,31.0,4.0,2.0,1952.0,35.0,9.0,4.0,2191.0,31.0,8.0,5.0,2266.0,35.0,5.0,3.0,1914.0,34.0,6.0,5.0,1617.0,30.0,2.0,1.0,1270.0,20.0,1.0,1.0,566.0,,,,,Liga NOS
Everton,£360Th. ,27.0,186.0,Forward - Centre-Forward,right,Al-Adalah FC,,,,,,,,,,,,,,,,,,,,,,,,,27.0,3.0,2.0,1079.0,4.0,0.0,0.0,138.0,,,,,,,,,Liga NOS
Jhonatan,£630Th. ,29.0,189.0,Goalkeeper,right,Vitória Guimarães SC,3.0,2.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,5.0,1439.0,,,,,40.0,57.0,7.0,3630.0,26.0,32.0,6.0,2324.0,0.0,0.0,0.0,0.0,,,,,Liga NOS
Felipe Garcia,£135Th. ,32.0,193.0,Goalkeeper,right,Tombense Futebol Clube (MG),21.0,30.0,8.0,1890.0,3.0,14.0,0.0,270.0,5.0,6.0,1.0,388.0,,,,,1.0,1.0,0.0,90.0,18.0,27.0,2.0,1620.0,10.0,16.0,1.0,854.0,0.0,0.0,0.0,0.0,14.0,14.0,5.0,1260.0,,,,,Liga NOS
Victor Braga,- ,28.0,193.0,Goalkeeper,,FC Arouca,,,,,,,,,,,,,,,,,1.0,1.0,0.0,90.0,28.0,38.0,7.0,2520.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,210.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,540.0,Liga NOS
Mohamed Abarhoun,£720Th. ,31.0,187.0,Defender - Centre-Back,right,Without Club,12.0,0.0,0.0,1080.0,26.0,1.0,0.0,2305.0,21.0,1.0,1.0,1837.0,36.0,2.0,0.0,3268.0,19.0,2.0,1.0,1705.0,20.0,0.0,0.0,1800.0,29.0,2.0,1.0,2542.0,33.0,1.0,0.0,2722.0,21.0,2.0,1.0,1828.0,,,,,Liga NOS
Iago Santos,£630Th. ,28.0,188.0,Defender - Centre-Back,right,Al-Taawon,,,,,,,,,,,,,30.0,0.0,0.0,2195.0,19.0,0.0,0.0,1687.0,,,,,25.0,2.0,0.0,2154.0,19.0,1.0,0.0,1607.0,32.0,1.0,1.0,2864.0,1.0,1.0,0.0,90.0,Liga NOS
André Micael,£540Th. ,31.0,188.0,Defender - Centre-Back,right,Varzim SC,3.0,0.0,0.0,106.0,27.0,1.0,0.0,2322.0,37.0,0.0,0.0,3272.0,37.0,2.0,1.0,3152.0,25.0,0.0,0.0,2196.0,23.0,1.0,0.0,2070.0,16.0,1.0,1.0,1305.0,12.0,0.0,0.0,907.0,11.0,1.0,0.0,927.0,6.0,0.0,0.0,540.0,Liga NOS
Hicham Belkaroui,£360Th. ,30.0,195.0,Defender - Centre-Back,both,MC Oran,17.0,1.0,0.0,1148.0,29.0,3.0,0.0,2579.0,19.0,2.0,0.0,1701.0,22.0,0.0,1.0,1955.0,21.0,1.0,0.0,1711.0,12.0,0.0,1.0,1037.0,19.0,0.0,1.0,1453.0,21.0,1.0,1.0,1740.0,5.0,0.0,0.0,292.0,,,,,Liga NOS
João Sousa,£68Th. ,26.0,190.0,Defender - Centre-Back,right,Casa Pia AC,,,,,,,,,,,,,2.0,0.0,0.0,101.0,6.0,1.0,0.0,481.0,33.0,1.0,0.0,2692.0,3.0,0.0,0.0,148.0,5.0,0.0,0.0,375.0,3.0,0.0,0.0,330.0,,,,,Liga NOS
Rúben Lima,£810Th. ,31.0,177.0,Defender - Left-Back,left,Belenenses SAD,25.0,0.0,4.0,2250.0,22.0,0.0,0.0,1717.0,27.0,0.0,2.0,1994.0,3.0,0.0,0.0,91.0,2.0,0.0,0.0,180.0,38.0,0.0,3.0,3110.0,40.0,0.0,5.0,3609.0,21.0,0.0,1.0,1839.0,11.0,0.0,0.0,779.0,4.0,0.0,1.0,360.0,Liga NOS
Matheus Reis,£630Th. ,25.0,183.0,Defender - Left-Back,left,Rio Ave FC,,,,,,,,,,,,,13.0,0.0,2.0,709.0,16.0,0.0,0.0,1165.0,19.0,0.0,1.0,1620.0,2.0,0.0,0.0,14.0,27.0,0.0,5.0,2044.0,37.0,1.0,6.0,3100.0,2.0,0.0,0.0,210.0,Liga NOS
Bruno Silva,£135Th. ,28.0,170.0,Defender - Left-Back,left,CD Mafra,,,,,,,,,,,,,,,,,33.0,0.0,4.0,2878.0,11.0,1.0,2.0,990.0,,,,,15.0,0.0,2.0,840.0,1.0,0.0,0.0,90.0,4.0,0.0,0.0,233.0,Liga NOS
Pierre Sagna,£720Th. ,30.0,183.0,Defender - Right-Back,right,CD Santa Clara,0.0,0.0,0.0,0.0,,,,,30.0,0.0,1.0,2308.0,29.0,1.0,4.0,2596.0,27.0,1.0,1.0,2176.0,32.0,0.0,1.0,2704.0,33.0,0.0,3.0,2811.0,16.0,0.0,0.0,803.0,29.0,1.0,0.0,2426.0,2.0,0.0,1.0,44.0,Liga NOS
Koffi Kouao,£270Th. ,22.0,173.0,Defender - Right-Back,right,FC Vizela,,,,,,,,,,,,,,,,,,,,,8.0,0.0,2.0,720.0,15.0,0.0,0.0,833.0,9.0,0.0,1.0,685.0,1.0,0.0,1.0,90.0,6.0,1.0,0.0,540.0,Liga NOS
Alfa Semedo,£1.35m ,23.0,190.0,Midfielder - Defensive Midfield,right,Reading FC,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,37.0,,,,,34.0,3.0,0.0,2871.0,19.0,1.0,1.0,737.0,26.0,2.0,0.0,1162.0,1.0,0.0,0.0,20.0,Liga NOS
Boubacar Fofana,£405Th. ,30.0,193.0,Midfielder - Defensive Midfield,right,Sepsi OSK Sf. Gheorghe,4.0,0.0,0.0,88.0,15.0,2.0,0.0,856.0,39.0,2.0,0.0,3141.0,26.0,0.0,1.0,1528.0,20.0,1.0,1.0,906.0,21.0,1.0,0.0,1501.0,12.0,0.0,0.0,709.0,33.0,2.0,2.0,2873.0,24.0,0.0,1.0,2096.0,5.0,0.0,0.0,306.0,Liga NOS
Alan Schons,£360Th. ,27.0,180.0,Midfielder - Defensive Midfield,right,FC Penafiel,,,,,,,,,,,,,,,,,16.0,0.0,0.0,829.0,24.0,1.0,0.0,1234.0,18.0,0.0,2.0,710.0,9.0,0.0,1.0,240.0,19.0,3.0,0.0,1546.0,0.0,0.0,0.0,0.0,Liga NOS
Rafael Costa,£360Th. ,29.0,183.0,Midfielder - Central Midfield,left,Without Club,17.0,1.0,0.0,670.0,12.0,0.0,0.0,824.0,12.0,0.0,0.0,517.0,33.0,8.0,2.0,2572.0,20.0,0.0,1.0,1363.0,,,,,25.0,3.0,3.0,1449.0,34.0,3.0,6.0,2283.0,21.0,3.0,2.0,1829.0,,,,,Liga NOS
Bruno Ramires,£360Th. ,26.0,190.0,Midfielder - Central Midfield,right,Belenenses SAD,,,,,,,,,1.0,0.0,0.0,58.0,3.0,0.0,0.0,125.0,16.0,0.0,0.0,1198.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,1465.0,3.0,0.0,0.0,193.0,19.0,2.0,0.0,1335.0,4.0,0.0,0.0,139.0,Liga NOS
Tozé,£900Th. ,27.0,174.0,Midfielder - Attacking Midfield,right,Al-Nasr (Dubai),,,,,35.0,7.0,2.0,2643.0,41.0,21.0,0.0,3469.0,37.0,7.0,12.0,2690.0,20.0,3.0,2.0,1323.0,16.0,0.0,1.0,576.0,32.0,11.0,6.0,2659.0,35.0,9.0,3.0,2827.0,19.0,5.0,2.0,1653.0,,,,,Liga NOS
Neto,£630Th. ,29.0,181.0,Midfielder - Attacking Midfield,right,AD São Caetano (SP),,,,,5.0,0.0,0.0,334.0,11.0,0.0,0.0,712.0,,,,,,,,,26.0,0.0,1.0,1958.0,36.0,2.0,2.0,2711.0,32.0,0.0,1.0,2221.0,27.0,1.0,0.0,2288.0,,,,,Liga NOS
Elsinho,- ,25.0,179.0,Midfielder - Attacking Midfield,right,SC Beira-Mar,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,1.0,0.0,0.0,90.0,,,,,Liga NOS
Zizo,£540Th. ,24.0,180.0,Forward - Left Winger,right,Zamalek SC,,,,,,,,,5.0,0.0,0.0,291.0,35.0,2.0,3.0,2589.0,19.0,2.0,2.0,1217.0,31.0,3.0,5.0,2254.0,31.0,2.0,1.0,1946.0,24.0,1.0,2.0,1447.0,40.0,8.0,7.0,3000.0,,,,,Liga NOS
Ousmane Dramé,£450Th. ,28.0,174.0,Forward - Left Winger,right,Retired,27.0,1.0,2.0,1309.0,11.0,0.0,1.0,328.0,21.0,7.0,0.0,1693.0,34.0,5.0,2.0,2147.0,13.0,1.0,0.0,822.0,29.0,2.0,0.0,1841.0,11.0,0.0,0.0,97.0,10.0,1.0,2.0,318.0,,,,,,,,,Liga NOS
Ença Fati,£180Th. ,27.0,180.0,Forward - Left Winger,right,CD Feirense,,,,,,,,,,,,,3.0,1.0,0.0,175.0,21.0,1.0,4.0,1060.0,33.0,3.0,10.0,2344.0,15.0,2.0,1.0,832.0,34.0,12.0,5.0,2838.0,19.0,5.0,1.0,1225.0,5.0,1.0,0.0,327.0,Liga NOS
Ernest Ohemeng,£158Th. ,24.0,175.0,Forward - Left Winger,right,Salamanca CF UDS,,,,,,,,,1.0,0.0,0.0,72.0,4.0,0.0,0.0,239.0,22.0,0.0,0.0,987.0,38.0,3.0,2.0,1963.0,20.0,1.0,0.0,776.0,10.0,1.0,0.0,320.0,11.0,0.0,0.0,185.0,1.0,0.0,0.0,45.0,Liga NOS
Arsénio,£810Th. ,31.0,180.0,Forward - Right Winger,right,Al-Feiha FC,,,,,49.0,6.0,1.0,2917.0,24.0,3.0,1.0,1333.0,37.0,5.0,5.0,2775.0,25.0,5.0,8.0,2072.0,28.0,4.0,6.0,1934.0,35.0,5.0,2.0,2472.0,33.0,4.0,5.0,2495.0,29.0,1.0,2.0,2333.0,,,,,Liga NOS
Bilel Aouacheria,£540Th. ,26.0,182.0,Forward - Right Winger,both,SC Farense,,,,,,,,,,,,,45.0,11.0,3.0,2525.0,19.0,1.0,1.0,1182.0,38.0,5.0,4.0,2439.0,34.0,5.0,2.0,2319.0,22.0,1.0,0.0,992.0,32.0,1.0,4.0,2093.0,0.0,0.0,0.0,0.0,Liga NOS
Frédéric Maciel,£180Th. ,26.0,175.0,Forward - Right Winger,right,Without Club,,,,,7.0,0.0,0.0,216.0,14.0,1.0,0.0,306.0,43.0,13.0,7.0,3121.0,17.0,0.0,2.0,794.0,9.0,2.0,1.0,311.0,22.0,3.0,0.0,1019.0,,,,,17.0,1.0,6.0,657.0,,,,,Liga NOS
Emmanuel Boateng,£1.80m ,24.0,175.0,Forward - Centre-Forward,right,Dalian Professional,,,,,,,,,,,,,27.0,2.0,2.0,1447.0,31.0,3.0,3.0,1295.0,33.0,10.0,9.0,2021.0,32.0,7.0,1.0,1850.0,41.0,11.0,3.0,2430.0,4.0,0.0,0.0,97.0,,,,,Liga NOS
Ronaldo Peña,£630Th. ,23.0,184.0,Forward - Centre-Forward,right,Houston Dynamo,,,,,,,,,,,,,,,,,,,,,,,,,39.0,4.0,2.0,2132.0,11.0,2.0,2.0,573.0,1.0,0.0,0.0,37.0,,,,,Liga NOS
Jhonder Cádiz,£540Th. ,25.0,190.0,Forward - Centre-Forward,right,Nashville SC,1.0,0.0,1.0,17.0,1.0,0.0,0.0,28.0,3.0,0.0,0.0,230.0,,,,,26.0,4.0,5.0,1491.0,11.0,1.0,1.0,403.0,39.0,10.0,2.0,2428.0,35.0,10.0,2.0,2477.0,23.0,3.0,3.0,1258.0,,,,,Liga NOS
Edno,£180Th. ,37.0,183.0,Forward - Centre-Forward,left,Without Club,14.0,3.0,2.0,726.0,46.0,8.0,5.0,2907.0,31.0,11.0,1.0,2184.0,20.0,7.0,2.0,1541.0,,,,,9.0,2.0,0.0,261.0,9.0,1.0,2.0,609.0,,,,,,,,,,,,,Liga NOS
Vagner,£450Th. ,34.0,186.0,Goalkeeper,right,Without Club,33.0,26.0,18.0,3030.0,30.0,36.0,9.0,2700.0,41.0,37.0,16.0,3577.0,15.0,29.0,2.0,1350.0,30.0,44.0,6.0,2700.0,21.0,26.0,7.0,1890.0,36.0,47.0,11.0,3240.0,26.0,14.0,15.0,2340.0,8.0,8.0,3.0,720.0,,,,,Liga NOS
Raphael Spiegel,£270Th. ,27.0,197.0,Goalkeeper,right,FC Winterthur,17.0,80.0,4.0,1530.0,13.0,14.0,4.0,1155.0,12.0,16.0,4.0,1080.0,17.0,31.0,2.0,1530.0,10.0,12.0,3.0,900.0,7.0,13.0,1.0,660.0,0.0,0.0,0.0,0.0,37.0,52.0,8.0,3330.0,41.0,64.0,14.0,3690.0,,,,,Liga NOS
Assis,£180Th. ,31.0,187.0,Goalkeeper,,Without Club,19.0,29.0,4.0,1646.0,37.0,50.0,14.0,3278.0,3.0,6.0,0.0,270.0,18.0,15.0,8.0,1571.0,6.0,10.0,0.0,479.0,23.0,26.0,7.0,2098.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,90.0,,,,,,,,,Liga NOS
Raphael Rossi,£1.58m ,30.0,190.0,Defender - Centre-Back,right,FC Sion,,,,,,,,,18.0,0.0,0.0,1489.0,33.0,3.0,0.0,2613.0,40.0,1.0,2.0,3614.0,39.0,3.0,1.0,3510.0,32.0,3.0,0.0,2880.0,12.0,1.0,0.0,936.0,,,,,,,,,Liga NOS
Stéphane Sparagna,£1.13m ,25.0,186.0,Defender - Centre-Back,right,UD Vilafranquense,,,,,,,,,1.0,0.0,0.0,90.0,4.0,0.0,0.0,71.0,14.0,0.0,0.0,702.0,33.0,0.0,1.0,2713.0,24.0,0.0,0.0,1956.0,4.0,0.0,0.0,227.0,2.0,1.0,0.0,180.0,6.0,0.0,0.0,441.0,Liga NOS
Robson,£450Th. ,26.0,185.0,Defender - Centre-Back,right,Botafogo Futebol Clube (SP),,,,,1.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,2606.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,3300.0,13.0,0.0,0.0,1112.0,23.0,2.0,0.0,2062.0,30.0,1.0,0.0,2629.0,,,,,Liga NOS
Nuno Henrique,£180Th. ,34.0,186.0,Defender - Centre-Back,right,LusitÃ¢nia FC Lourosa,10.0,0.0,1.0,807.0,8.0,0.0,0.0,604.0,1.0,0.0,0.0,90.0,21.0,1.0,2.0,1796.0,25.0,2.0,1.0,2231.0,14.0,2.0,0.0,1122.0,14.0,1.0,0.0,1119.0,2.0,1.0,0.0,180.0,2.0,0.0,0.0,240.0,,,,,Liga NOS
Joao Talocha,£810Th. ,31.0,180.0,Defender - Left-Back,left,Gil Vicente FC,1.0,0.0,0.0,83.0,,,,,,,,,2.0,3.0,0.0,210.0,2.0,0.0,0.0,210.0,34.0,0.0,1.0,3044.0,31.0,1.0,2.0,2790.0,35.0,2.0,1.0,3150.0,15.0,0.0,1.0,1148.0,3.0,0.0,0.0,270.0,Liga NOS
Vítor Bruno,£360Th. ,30.0,171.0,Defender - Left-Back,left,UD Vilafranquense,12.0,0.0,0.0,690.0,25.0,0.0,0.0,2104.0,50.0,9.0,0.0,4120.0,29.0,1.0,2.0,2240.0,36.0,2.0,6.0,1916.0,35.0,1.0,8.0,3111.0,17.0,0.0,1.0,917.0,33.0,1.0,2.0,2716.0,22.0,0.0,2.0,1609.0,5.0,0.0,1.0,435.0,Liga NOS
Aidi Fulangxisi,£180Th. ,29.0,180.0,Defender - Left-Back,right,Shanghai Greenland Shenhua,1.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,1540.0,29.0,0.0,2.0,2556.0,13.0,0.0,0.0,878.0,2.0,0.0,0.0,88.0,32.0,1.0,1.0,2880.0,22.0,0.0,1.0,1853.0,6.0,0.0,0.0,384.0,,,,,Liga NOS
Carraça,£810Th. ,27.0,177.0,Defender - Right-Back,right,FC Porto,,,,,,,,,1.0,0.0,0.0,90.0,20.0,0.0,1.0,910.0,42.0,0.0,3.0,3017.0,28.0,1.0,2.0,1614.0,29.0,3.0,2.0,2402.0,26.0,0.0,1.0,1966.0,31.0,2.0,3.0,2678.0,,,,,Liga NOS
Edu Machado,£630Th. ,30.0,175.0,Defender - Right-Back,right,Leixões SC,1.0,0.0,0.0,37.0,,,,,1.0,0.0,0.0,90.0,47.0,1.0,2.0,4168.0,21.0,0.0,1.0,1822.0,26.0,0.0,1.0,2226.0,6.0,0.0,0.0,513.0,21.0,0.0,3.0,1808.0,5.0,0.0,0.0,370.0,6.0,0.0,0.0,461.0,Liga NOS
Tiago Mesquita,£270Th. ,29.0,180.0,Defender - Right-Back,right,Académico Viseu FC,3.0,0.0,0.0,225.0,22.0,0.0,0.0,1195.0,43.0,0.0,2.0,3748.0,26.0,0.0,0.0,2151.0,24.0,0.0,0.0,2160.0,16.0,0.0,2.0,1149.0,6.0,0.0,1.0,459.0,12.0,0.0,1.0,981.0,16.0,0.0,2.0,1311.0,4.0,0.0,0.0,268.0,Liga NOS
Idris Mandiang,£270Th. ,35.0,189.0,Midfielder - Defensive Midfield,right,SC Covilhã,19.0,1.0,0.0,1655.0,34.0,1.0,0.0,2534.0,26.0,1.0,0.0,1568.0,33.0,4.0,1.0,2714.0,33.0,1.0,1.0,2796.0,31.0,3.0,0.0,2721.0,29.0,0.0,2.0,2431.0,20.0,0.0,0.0,1466.0,7.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,Liga NOS
Gilson Costa,£180Th. ,24.0,183.0,Midfielder - Defensive Midfield,right,Doxa Katokopias,,,,,,,,,8.0,0.0,0.0,310.0,7.0,3.0,1.0,591.0,29.0,2.0,1.0,1547.0,13.0,1.0,0.0,512.0,3.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,Liga NOS
David Simão,£1.35m ,30.0,183.0,Midfielder - Central Midfield,left,AEK Athens,14.0,1.0,0.0,746.0,35.0,4.0,4.0,2241.0,32.0,5.0,2.0,2569.0,36.0,3.0,1.0,2971.0,23.0,4.0,3.0,1667.0,22.0,3.0,3.0,1520.0,30.0,1.0,5.0,2492.0,29.0,2.0,1.0,1831.0,20.0,0.0,1.0,1419.0,,,,,Liga NOS
Aymen Tahar,£270Th. ,31.0,176.0,Midfielder - Central Midfield,right,Panetolikos GFS,11.0,0.0,0.0,468.0,19.0,0.0,0.0,1604.0,34.0,2.0,0.0,2945.0,31.0,3.0,3.0,2698.0,37.0,2.0,1.0,1849.0,12.0,0.0,0.0,658.0,15.0,0.0,1.0,287.0,4.0,0.0,0.0,214.0,28.0,1.0,2.0,1883.0,4.0,0.0,0.0,44.0,Liga NOS
Fábio Espinho,£450Th. ,35.0,174.0,Midfielder - Attacking Midfield,right,CD Feirense,37.0,11.0,0.0,2760.0,29.0,2.0,7.0,2316.0,54.0,2.0,4.0,3853.0,41.0,5.0,6.0,2967.0,20.0,2.0,2.0,1410.0,33.0,4.0,5.0,2794.0,35.0,4.0,5.0,2944.0,26.0,4.0,3.0,1665.0,24.0,3.0,4.0,1754.0,5.0,0.0,0.0,328.0,Liga NOS
Kuca,£720Th. ,31.0,181.0,Forward - Left Winger,right,Without Club,3.0,0.0,0.0,330.0,,,,,38.0,12.0,0.0,3281.0,27.0,7.0,3.0,2085.0,34.0,4.0,1.0,2557.0,28.0,8.0,1.0,1359.0,32.0,3.0,1.0,1632.0,5.0,1.0,0.0,150.0,,,,,,,,,Liga NOS
Mateus,£180Th. ,36.0,176.0,Forward - Left Winger,right,FC Penafiel,36.0,12.0,5.0,3057.0,27.0,8.0,2.0,1771.0,11.0,2.0,0.0,590.0,,,,,17.0,5.0,1.0,1286.0,37.0,3.0,7.0,2639.0,33.0,6.0,1.0,1912.0,34.0,7.0,5.0,2246.0,29.0,1.0,2.0,1156.0,6.0,2.0,1.0,510.0,Liga NOS
Ricardo Clarke,£90Th. ,28.0,180.0,Forward - Left Winger,right,Sporting 89 San Miguelito,,,,,2.0,0.0,0.0,1.0,7.0,0.0,0.0,528.0,7.0,0.0,0.0,253.0,36.0,8.0,13.0,2904.0,19.0,7.0,0.0,1265.0,7.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,,,,,,,,,Liga NOS
Renato Santos,£900Th. ,29.0,175.0,Forward - Right Winger,right,Without Club,10.0,1.0,0.0,476.0,30.0,3.0,0.0,1928.0,12.0,0.0,0.0,429.0,23.0,3.0,5.0,1339.0,29.0,4.0,6.0,1672.0,34.0,4.0,2.0,2683.0,27.0,6.0,1.0,2161.0,27.0,2.0,4.0,1467.0,33.0,0.0,3.0,1541.0,,,,,Liga NOS
Rochinha,£540Th. ,25.0,169.0,Forward - Right Winger,right,Vitória Guimarães SC,,,,,,,,,10.0,6.0,5.0,731.0,8.0,0.0,0.0,278.0,3.0,0.0,0.0,47.0,8.0,0.0,0.0,162.0,29.0,2.0,2.0,1424.0,33.0,4.0,3.0,2207.0,37.0,4.0,7.0,1848.0,4.0,0.0,0.0,228.0,Liga NOS
André Bukia,£360Th. ,25.0,173.0,Forward - Right Winger,left,FC Arouca,,,,,,,,,,,,,,,,,8.0,0.0,0.0,380.0,18.0,1.0,2.0,882.0,33.0,6.0,2.0,2196.0,51.0,7.0,3.0,3330.0,,,,,6.0,0.0,0.0,506.0,Liga NOS
Rui Pedro,£720Th. ,22.0,182.0,Forward - Centre-Forward,right,Leixões SC,,,,,,,,,,,,,6.0,1.0,0.0,292.0,5.0,1.0,0.0,281.0,35.0,14.0,2.0,1914.0,20.0,1.0,1.0,587.0,16.0,1.0,0.0,1178.0,16.0,2.0,0.0,930.0,3.0,0.0,1.0,126.0,Liga NOS
Yusupha Njie,£540Th. ,26.0,188.0,Forward - Centre-Forward,both,Boavista FC,,,,,,,,,10.0,0.0,0.0,492.0,17.0,1.0,0.0,1060.0,14.0,3.0,0.0,751.0,16.0,0.0,0.0,913.0,16.0,4.0,1.0,1142.0,11.0,4.0,0.0,697.0,27.0,1.0,1.0,1292.0,1.0,0.0,0.0,14.0,Liga NOS
Leonardo Ruiz,£450Th. ,24.0,185.0,Forward - Centre-Forward,right,UD Logroñés,,,,,,,,,,,,,6.0,5.0,0.0,474.0,25.0,9.0,1.0,1332.0,35.0,12.0,4.0,2307.0,21.0,1.0,1.0,1009.0,11.0,0.0,0.0,386.0,23.0,14.0,1.0,2007.0,4.0,0.0,0.0,256.0,Liga NOS
Iván Bulos,£315Th. ,27.0,188.0,Forward - Centre-Forward,left,FC Carlos Stein,2.0,0.0,0.0,32.0,7.0,0.0,0.0,345.0,,,,,23.0,9.0,1.0,1752.0,8.0,1.0,0.0,294.0,20.0,2.0,0.0,1431.0,11.0,2.0,1.0,677.0,5.0,1.0,1.0,443.0,9.0,1.0,0.0,254.0,,,,,Liga NOS
Marco Pinto,£90Th. ,32.0,182.0,Goalkeeper,right,GS Loures,1.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,7.0,7.0,2.0,577.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,240.0,2.0,3.0,0.0,240.0,,,,,Liga NOS
Artur Moraes,£90Th. ,39.0,193.0,Goalkeeper,right,Retired,43.0,40.0,13.0,3870.0,51.0,40.0,23.0,4620.0,30.0,26.0,12.0,2698.0,20.0,10.0,13.0,1677.0,5.0,2.0,3.0,427.0,6.0,13.0,0.0,540.0,1.0,2.0,0.0,42.0,,,,,,,,,,,,,Liga NOS
Adriano Facchini,£90Th. ,37.0,187.0,Goalkeeper,right,CD Cova Piedade,35.0,45.0,12.0,3135.0,31.0,50.0,8.0,2739.0,31.0,38.0,10.0,2790.0,39.0,68.0,5.0,3540.0,34.0,27.0,15.0,3060.0,21.0,34.0,4.0,1835.0,24.0,33.0,8.0,2148.0,27.0,43.0,8.0,2441.0,22.0,28.0,6.0,1935.0,0.0,0.0,0.0,0.0,Liga NOS
Quim,£45Th. ,44.0,182.0,Goalkeeper,right,Retired,41.0,42.0,12.0,3720.0,24.0,33.0,7.0,2220.0,46.0,42.0,19.0,4169.0,47.0,55.0,12.0,4230.0,43.0,46.0,14.0,3762.0,38.0,34.0,16.0,3443.0,18.0,24.0,5.0,1650.0,,,,,,,,,,,,,Liga NOS
Ponck,£1.13m ,25.0,183.0,Defender - Centre-Back,right,Istanbul Basaksehir FK,,,,,,,,,,,,,43.0,0.0,1.0,3626.0,33.0,0.0,1.0,2531.0,38.0,1.0,0.0,3027.0,34.0,1.0,0.0,3120.0,36.0,2.0,1.0,3123.0,33.0,1.0,0.0,2435.0,2.0,0.0,0.0,152.0,Liga NOS
Jorge Fellipe,£180Th. ,31.0,192.0,Defender - Centre-Back,left,SC Farense,2.0,0.0,0.0,180.0,,,,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,514.0,23.0,2.0,0.0,2001.0,19.0,2.0,1.0,1653.0,,,,,Liga NOS
Rodrigo Defendi,£90Th. ,34.0,190.0,Defender - Centre-Back,right,Without Club,15.0,1.0,0.0,1324.0,11.0,0.0,0.0,1020.0,1.0,0.0,0.0,90.0,12.0,0.0,1.0,856.0,13.0,1.0,0.0,1200.0,34.0,0.0,0.0,2972.0,13.0,3.0,2.0,1022.0,17.0,2.0,2.0,1402.0,2.0,0.0,0.0,132.0,,,,,Liga NOS
Diego Galo,£90Th. ,36.0,185.0,Defender - Centre-Back,right,União de Leiria,25.0,1.0,0.0,2013.0,45.0,0.0,0.0,4050.0,32.0,0.0,0.0,2872.0,35.0,1.0,0.0,3002.0,35.0,0.0,0.0,3180.0,36.0,0.0,0.0,3209.0,37.0,0.0,1.0,3204.0,28.0,2.0,0.0,2473.0,24.0,2.0,1.0,2220.0,,,,,Liga NOS
Nélson Lenho,£90Th. ,36.0,178.0,Defender - Left-Back,left,Retired,31.0,1.0,0.0,2358.0,42.0,0.0,0.0,3576.0,38.0,0.0,0.0,3219.0,12.0,0.0,1.0,974.0,34.0,1.0,1.0,3032.0,40.0,0.0,5.0,3630.0,27.0,0.0,2.0,2384.0,26.0,1.0,2.0,2103.0,,,,,,,,,Liga NOS
Rodrigo,£810Th. ,27.0,176.0,Defender - Right-Back,right,PAOK Thessaloniki,,,,,,,,,,,,,,,,,16.0,0.0,1.0,1325.0,17.0,0.0,2.0,1496.0,33.0,1.0,2.0,2920.0,41.0,4.0,9.0,3651.0,19.0,0.0,3.0,997.0,1.0,0.0,0.0,44.0,Liga NOS
